Year,STATE/UT,DISTRICT,Assault_on_women_with_intent_to_outrage_her_modesty
2009,odisha,berhampur,130
2010,odisha,berhampur,125
2011,odisha,berhampur,154
2012,odisha,berhampur,158
2013,odisha,berhampur,183
2001,bihar,bettiah,23
2002,bihar,bettiah,66
2003,bihar,bettiah,56
2004,bihar,bettiah,9
2005,bihar,bettiah,6
2006,bihar,bettiah,24
2007,bihar,bettiah,12
2008,bihar,bettiah,0
2009,bihar,bettiah,3
2010,bihar,bettiah,6
2011,bihar,bettiah,7
2012,bihar,bettiah,0
2013,bihar,bettiah,0
2001,madhyapradesh,betul,135
2002,madhyapradesh,betul,152
2003,madhyapradesh,betul,171
2004,madhyapradesh,betul,125
2005,madhyapradesh,betul,130
2006,madhyapradesh,betul,134
2007,madhyapradesh,betul,174
2008,madhyapradesh,betul,198
2009,madhyapradesh,betul,155
2010,madhyapradesh,betul,152
2011,madhyapradesh,betul,188
2012,madhyapradesh,betul,151
2013,madhyapradesh,betul,222
2001,bihar,bhabhua,7
2002,bihar,bhabhua,0
2003,bihar,bhabhua,6
2004,bihar,bhabhua,8
2005,bihar,bhabhua,1
2006,bihar,bhabhua,5
2007,bihar,bhabhua,5
2008,bihar,bhabhua,10
2009,bihar,bhabhua,0
2010,bihar,bhabhua,0
2011,bihar,bhabhua,32
2012,bihar,bhabhua,0
2013,bihar,bhabhua,0
2001,odisha,bhadrak,29
2002,odisha,bhadrak,35
2003,odisha,bhadrak,49
2004,odisha,bhadrak,63
2005,odisha,bhadrak,90
2006,odisha,bhadrak,58
2007,odisha,bhadrak,76
2008,odisha,bhadrak,73
2009,odisha,bhadrak,108
2010,odisha,bhadrak,99
2011,odisha,bhadrak,93
2012,odisha,bhadrak,93
2013,odisha,bhadrak,136
2001,bihar,bhagalpur,15
2002,bihar,bhagalpur,10
2003,bihar,bhagalpur,33
2004,bihar,bhagalpur,13
2005,bihar,bhagalpur,15
2006,bihar,bhagalpur,19
2007,bihar,bhagalpur,33
2008,bihar,bhagalpur,35
2009,bihar,bhagalpur,2
2010,bihar,bhagalpur,12
2011,bihar,bhagalpur,10
2012,bihar,bhagalpur,0
2013,bihar,bhagalpur,40
2001,maharashtra,bhandara,71
2002,maharashtra,bhandara,57
2003,maharashtra,bhandara,54
2004,maharashtra,bhandara,66
2005,maharashtra,bhandara,64
2006,maharashtra,bhandara,54
2007,maharashtra,bhandara,55
2008,maharashtra,bhandara,69
2009,maharashtra,bhandara,31
2010,maharashtra,bhandara,42
2011,maharashtra,bhandara,30
2012,maharashtra,bhandara,36
2013,maharashtra,bhandara,74
2001,rajasthan,bharatpur,77
2002,rajasthan,bharatpur,29
2003,rajasthan,bharatpur,55
2004,rajasthan,bharatpur,52
2005,rajasthan,bharatpur,44
2006,rajasthan,bharatpur,40
2007,rajasthan,bharatpur,41
2008,rajasthan,bharatpur,39
2009,rajasthan,bharatpur,39
2010,rajasthan,bharatpur,38
2011,rajasthan,bharatpur,85
2012,rajasthan,bharatpur,79
2013,rajasthan,bharatpur,156
2001,gujarat,bharuch,19
2002,gujarat,bharuch,26
2003,gujarat,bharuch,19
2004,gujarat,bharuch,27
2005,gujarat,bharuch,16
2006,gujarat,bharuch,8
2007,gujarat,bharuch,18
2008,gujarat,bharuch,13
2009,gujarat,bharuch,22
2010,gujarat,bharuch,18
2011,gujarat,bharuch,9
2012,gujarat,bharuch,19
2013,gujarat,bharuch,30
2001,punjab,bhatinda,15
2002,punjab,bhatinda,25
2003,punjab,bhatinda,20
2004,punjab,bhatinda,23
2005,punjab,bhatinda,23
2006,punjab,bhatinda,22
2007,punjab,bhatinda,25
2008,punjab,bhatinda,29
2009,punjab,bhatinda,16
2010,punjab,bhatinda,36
2011,punjab,bhatinda,11
2012,punjab,bhatinda,19
2013,punjab,bhatinda,57
2001,gujarat,bhavnagar,36
2002,gujarat,bhavnagar,57
2003,gujarat,bhavnagar,36
2004,gujarat,bhavnagar,41
2005,gujarat,bhavnagar,79
2006,gujarat,bhavnagar,101
2007,gujarat,bhavnagar,94
2008,gujarat,bhavnagar,69
2009,gujarat,bhavnagar,41
2010,gujarat,bhavnagar,32
2011,gujarat,bhavnagar,35
2012,gujarat,bhavnagar,30
2013,gujarat,bhavnagar,50
2001,rajasthan,bhilwara,126
2002,rajasthan,bhilwara,134
2003,rajasthan,bhilwara,111
2004,rajasthan,bhilwara,121
2005,rajasthan,bhilwara,87
2006,rajasthan,bhilwara,81
2007,rajasthan,bhilwara,80
2008,rajasthan,bhilwara,77
2009,rajasthan,bhilwara,97
2010,rajasthan,bhilwara,74
2011,rajasthan,bhilwara,90
2012,rajasthan,bhilwara,98
2013,rajasthan,bhilwara,135
2001,madhyapradesh,bhind,80
2002,madhyapradesh,bhind,91
2003,madhyapradesh,bhind,94
2004,madhyapradesh,bhind,75
2005,madhyapradesh,bhind,73
2006,madhyapradesh,bhind,71
2007,madhyapradesh,bhind,55
2008,madhyapradesh,bhind,60
2009,madhyapradesh,bhind,57
2010,madhyapradesh,bhind,60
2011,madhyapradesh,bhind,71
2012,madhyapradesh,bhind,83
2013,madhyapradesh,bhind,117
2001,haryana,bhiwani,17
2002,haryana,bhiwani,29
2003,haryana,bhiwani,17
2004,haryana,bhiwani,19
2005,haryana,bhiwani,20
2006,haryana,bhiwani,38
2007,haryana,bhiwani,23
2008,haryana,bhiwani,24
2009,haryana,bhiwani,37
2010,haryana,bhiwani,45
2011,haryana,bhiwani,26
2012,haryana,bhiwani,45
2013,haryana,bhiwani,97
2001,bihar,bhojpur,0
2002,bihar,bhojpur,4
2003,bihar,bhojpur,14
2004,bihar,bhojpur,42
2005,bihar,bhojpur,34
2006,bihar,bhojpur,18
2007,bihar,bhojpur,60
2008,bihar,bhojpur,31
2009,bihar,bhojpur,0
2010,bihar,bhojpur,3
2011,bihar,bhojpur,2
2012,bihar,bhojpur,0
2013,bihar,bhojpur,3
2001,madhyapradesh,bhopal,252
2002,madhyapradesh,bhopal,244
2003,madhyapradesh,bhopal,252
2004,madhyapradesh,bhopal,251
2005,madhyapradesh,bhopal,177
2006,madhyapradesh,bhopal,193
2007,madhyapradesh,bhopal,212
2008,madhyapradesh,bhopal,207
2009,madhyapradesh,bhopal,244
2010,madhyapradesh,bhopal,28
2011,madhyapradesh,bhopal,144
2012,madhyapradesh,bhopal,244
2013,madhyapradesh,bhopal,357
2001,madhyapradesh,bhopal_rly.,10
2002,madhyapradesh,bhopal_rly.,18
2003,madhyapradesh,bhopal_rly.,14
2004,madhyapradesh,bhopal_rly.,9
2005,madhyapradesh,bhopal_rly.,11
2006,madhyapradesh,bhopal_rly.,10
2007,madhyapradesh,bhopal_rly.,14
2008,madhyapradesh,bhopal_rly.,7
2009,madhyapradesh,bhopal_rly.,12
2010,madhyapradesh,bhopal_rly.,10
2011,madhyapradesh,bhopal_rly.,8
2012,madhyapradesh,bhopal_rly.,14
2013,madhyapradesh,bhopal_rly.,15
2001,karnataka,bidar,90
2002,karnataka,bidar,85
2003,karnataka,bidar,45
2004,karnataka,bidar,27
2005,karnataka,bidar,44
2006,karnataka,bidar,82
2007,karnataka,bidar,103
2008,karnataka,bidar,105
2009,karnataka,bidar,38
2010,karnataka,bidar,26
2011,karnataka,bidar,27
2012,karnataka,bidar,40
2013,karnataka,bidar,82
2001,karnataka,bijapur,65
2002,karnataka,bijapur,71
2003,karnataka,bijapur,68
2004,karnataka,bijapur,96
2005,karnataka,bijapur,93
2006,karnataka,bijapur,89
2007,karnataka,bijapur,80
2008,karnataka,bijapur,83
2009,karnataka,bijapur,73
2010,karnataka,bijapur,58
2011,karnataka,bijapur,66
2012,karnataka,bijapur,41
2013,karnataka,bijapur,94
2001,uttarpradesh,bijnor,67
2002,uttarpradesh,bijnor,34
2003,uttarpradesh,bijnor,23
2004,uttarpradesh,bijnor,23
2005,uttarpradesh,bijnor,26
2006,uttarpradesh,bijnor,25
2007,uttarpradesh,bijnor,33
2008,uttarpradesh,bijnor,52
2009,uttarpradesh,bijnor,46
2010,uttarpradesh,bijnor,56
2011,uttarpradesh,bijnor,14
2012,uttarpradesh,bijnor,43
2013,uttarpradesh,bijnor,178
2001,rajasthan,bikaner,53
2002,rajasthan,bikaner,34
2003,rajasthan,bikaner,50
2004,rajasthan,bikaner,48
2005,rajasthan,bikaner,67
2006,rajasthan,bikaner,63
2007,rajasthan,bikaner,76
2008,rajasthan,bikaner,74
2009,rajasthan,bikaner,83
2010,rajasthan,bikaner,58
2011,rajasthan,bikaner,54
2012,rajasthan,bikaner,31
2013,rajasthan,bikaner,63
2001,chhattisgarh,bilaspur,180
2001,himachalpradesh,bilaspur,35
2002,chhattisgarh,bilaspur,160
2002,himachalpradesh,bilaspur,36
2003,chhattisgarh,bilaspur,165
2003,himachalpradesh,bilaspur,20
2004,chhattisgarh,bilaspur,179
2004,himachalpradesh,bilaspur,28
2005,chhattisgarh,bilaspur,154
2005,himachalpradesh,bilaspur,30
2006,chhattisgarh,bilaspur,192
2006,himachalpradesh,bilaspur,27
2007,chhattisgarh,bilaspur,179
2007,himachalpradesh,bilaspur,33
2008,chhattisgarh,bilaspur,171
2008,himachalpradesh,bilaspur,28
2009,chhattisgarh,bilaspur,175
2009,himachalpradesh,bilaspur,28
2010,chhattisgarh,bilaspur,167
2010,himachalpradesh,bilaspur,37
2011,chhattisgarh,bilaspur,146
2011,himachalpradesh,bilaspur,18
2012,chhattisgarh,bilaspur,169
2012,himachalpradesh,bilaspur,21
2013,chhattisgarh,bilaspur,308
2013,himachalpradesh,bilaspur,32
2001,westbengal,birbhum,43
2002,westbengal,birbhum,50
2003,westbengal,birbhum,51
2004,westbengal,birbhum,37
2005,westbengal,birbhum,42
2006,westbengal,birbhum,34
2007,westbengal,birbhum,44
2008,westbengal,birbhum,67
2009,westbengal,birbhum,60
2010,westbengal,birbhum,48
2011,westbengal,birbhum,63
2012,westbengal,birbhum,87
2013,westbengal,birbhum,99
2001,manipur,bishnupur,0
2002,manipur,bishnupur,9
2003,manipur,bishnupur,16
2004,manipur,bishnupur,7
2005,manipur,bishnupur,3
2006,manipur,bishnupur,6
2007,manipur,bishnupur,21
2008,manipur,bishnupur,16
2009,manipur,bishnupur,10
2010,manipur,bishnupur,7
2011,manipur,bishnupur,11
2012,manipur,bishnupur,3
2013,manipur,bishnupur,3
2001,chhattisgarh,bizapur,1
2002,chhattisgarh,bizapur,1
2003,chhattisgarh,bizapur,5
2004,chhattisgarh,bizapur,10
2005,chhattisgarh,bizapur,3
2006,chhattisgarh,bizapur,3
2007,chhattisgarh,bizapur,4
2008,chhattisgarh,bizapur,5
2009,chhattisgarh,bizapur,1
2010,chhattisgarh,bizapur,0
2011,chhattisgarh,bizapur,5
2012,chhattisgarh,bizapur,5
2013,chhattisgarh,bizapur,6
2001,jharkhand,bokaro,24
2002,jharkhand,bokaro,32
2003,jharkhand,bokaro,32
2004,jharkhand,bokaro,32
2005,jharkhand,bokaro,0
2006,jharkhand,bokaro,7
2007,jharkhand,bokaro,7
2008,jharkhand,bokaro,0
2009,jharkhand,bokaro,2
2010,jharkhand,bokaro,2
2011,jharkhand,bokaro,4
2012,jharkhand,bokaro,4
2013,jharkhand,bokaro,8
2001,odisha,bolangir,91
2002,odisha,bolangir,74
2003,odisha,bolangir,95
2004,odisha,bolangir,94
2005,odisha,bolangir,126
2006,odisha,bolangir,140
2007,odisha,bolangir,144
2008,odisha,bolangir,132
2009,odisha,bolangir,147
2010,odisha,bolangir,188
2011,odisha,bolangir,166
2012,odisha,bolangir,238
2013,odisha,bolangir,101
2001,assam,bongaigaon,22
2002,assam,bongaigaon,2
2003,assam,bongaigaon,10
2004,assam,bongaigaon,12
2005,assam,bongaigaon,15
2006,assam,bongaigaon,20
2007,assam,bongaigaon,13
2008,assam,bongaigaon,13
2009,assam,bongaigaon,5
2010,assam,bongaigaon,46
2011,assam,bongaigaon,2
2012,assam,bongaigaon,15
2013,assam,bongaigaon,4
2001,odisha,boudh,21
2002,odisha,boudh,21
2003,odisha,boudh,32
2004,odisha,boudh,41
2005,odisha,boudh,35
2006,odisha,boudh,49
2007,odisha,boudh,59
2008,odisha,boudh,61
2009,odisha,boudh,27
2010,odisha,boudh,35
2011,odisha,boudh,56
2012,odisha,boudh,79
2013,odisha,boudh,107
2001,jammu&kashmir,budgam,35
2002,jammu&kashmir,budgam,80
2003,jammu&kashmir,budgam,69
2004,jammu&kashmir,budgam,87
2005,jammu&kashmir,budgam,75
2006,jammu&kashmir,budgam,121
2007,jammu&kashmir,budgam,118
2008,jammu&kashmir,budgam,88
2009,jammu&kashmir,budgam,105
2010,jammu&kashmir,budgam,93
2011,jammu&kashmir,budgam,94
2012,jammu&kashmir,budgam,114
2013,jammu&kashmir,budgam,26
2001,uttarpradesh,bulandshahar,71
2002,uttarpradesh,bulandshahar,70
2003,uttarpradesh,bulandshahar,26
2004,uttarpradesh,bulandshahar,51
2005,uttarpradesh,bulandshahar,62
2006,uttarpradesh,bulandshahar,63
2007,uttarpradesh,bulandshahar,75
2008,uttarpradesh,bulandshahar,51
2009,uttarpradesh,bulandshahar,36
2010,uttarpradesh,bulandshahar,60
2011,uttarpradesh,bulandshahar,94
2012,uttarpradesh,bulandshahar,63
2013,uttarpradesh,bulandshahar,197
2001,maharashtra,buldhana,118
2002,maharashtra,buldhana,107
2003,maharashtra,buldhana,106
2004,maharashtra,buldhana,106
2005,maharashtra,buldhana,110
2006,maharashtra,buldhana,128
2007,maharashtra,buldhana,124
2008,maharashtra,buldhana,153
2009,maharashtra,buldhana,128
2010,maharashtra,buldhana,131
2011,maharashtra,buldhana,124
2012,maharashtra,buldhana,107
2013,maharashtra,buldhana,185
2001,rajasthan,bundi,164
2002,rajasthan,bundi,151
2003,rajasthan,bundi,152
2004,rajasthan,bundi,141
2005,rajasthan,bundi,105
2006,rajasthan,bundi,103
2007,rajasthan,bundi,87
2008,rajasthan,bundi,98
2009,rajasthan,bundi,138
2010,rajasthan,bundi,113
2011,rajasthan,bundi,114
2012,rajasthan,bundi,90
2013,rajasthan,bundi,117
2001,westbengal,burdwan,85
2002,westbengal,burdwan,59
2003,westbengal,burdwan,51
2004,westbengal,burdwan,56
2005,westbengal,burdwan,56
2006,westbengal,burdwan,91
2007,westbengal,burdwan,135
2008,westbengal,burdwan,107
2009,westbengal,burdwan,25
2010,westbengal,burdwan,93
2011,westbengal,burdwan,21
2012,westbengal,burdwan,145
2013,westbengal,burdwan,123
2001,bihar,buxar,0
2002,bihar,buxar,0
2003,bihar,buxar,6
2004,bihar,buxar,13
2005,bihar,buxar,14
2006,bihar,buxar,12
2007,bihar,buxar,37
2008,bihar,buxar,20
2009,bihar,buxar,17
2010,bihar,buxar,15
2011,bihar,buxar,6
2012,bihar,buxar,29
2013,bihar,buxar,29
2001,assam,c.i.d.,0
2002,assam,c.i.d.,0
2003,assam,c.i.d.,0
2004,assam,c.i.d.,0
2005,assam,c.i.d.,0
2006,assam,c.i.d.,0
2007,assam,c.i.d.,0
2008,assam,c.i.d.,0
2009,assam,c.i.d.,0
2010,assam,c.i.d.,0
2011,assam,c.i.d.,0
2012,assam,c.i.d.,0
2013,assam,c.i.d.,0
2001,assam,cachar,80
2002,assam,cachar,156
2003,assam,cachar,118
2004,assam,cachar,114
2005,assam,cachar,165
2006,assam,cachar,181
2007,assam,cachar,30
2008,assam,cachar,19
2009,assam,cachar,29
2010,assam,cachar,10
2011,assam,cachar,7
2012,assam,cachar,11
2013,assam,cachar,25
2001,delhi,central,30
2002,delhi,central,41
2003,delhi,central,29
2004,delhi,central,44
2005,delhi,central,40
2006,delhi,central,21
2007,delhi,central,38
2008,delhi,central,38
2009,delhi,central,34
2010,delhi,central,25
2011,delhi,central,32
2012,delhi,central,47
2013,delhi,central,174
2001,jharkhand,chaibasa,6
2002,jharkhand,chaibasa,17
2003,jharkhand,chaibasa,17
2004,jharkhand,chaibasa,17
2005,jharkhand,chaibasa,2
2006,jharkhand,chaibasa,7
2007,jharkhand,chaibasa,10
2008,jharkhand,chaibasa,16
2009,jharkhand,chaibasa,23
2010,jharkhand,chaibasa,7
2011,jharkhand,chaibasa,5
2012,jharkhand,chaibasa,8
2013,jharkhand,chaibasa,36
2001,karnataka,chamarajnagar,43
2002,karnataka,chamarajnagar,26
2003,karnataka,chamarajnagar,40
2004,karnataka,chamarajnagar,42
2005,karnataka,chamarajnagar,43
2006,karnataka,chamarajnagar,35
2007,karnataka,chamarajnagar,26
2008,karnataka,chamarajnagar,29
2009,karnataka,chamarajnagar,55
2010,karnataka,chamarajnagar,53
2011,karnataka,chamarajnagar,71
2012,karnataka,chamarajnagar,64
2013,karnataka,chamarajnagar,95
2001,himachalpradesh,chamba,23
2002,himachalpradesh,chamba,21
2003,himachalpradesh,chamba,13
2004,himachalpradesh,chamba,22
2005,himachalpradesh,chamba,20
2006,himachalpradesh,chamba,18
2007,himachalpradesh,chamba,20
2008,himachalpradesh,chamba,26
2009,himachalpradesh,chamba,29
2010,himachalpradesh,chamba,29
2011,himachalpradesh,chamba,29
2012,himachalpradesh,chamba,9
2013,himachalpradesh,chamba,31
2001,uttarakhand,chamoli,10
2002,uttarakhand,chamoli,12
2003,uttarakhand,chamoli,8
2004,uttarakhand,chamoli,12
2005,uttarakhand,chamoli,3
2006,uttarakhand,chamoli,2
2007,uttarakhand,chamoli,5
2008,uttarakhand,chamoli,3
2009,uttarakhand,chamoli,2
2010,uttarakhand,chamoli,3
2011,uttarakhand,chamoli,2
2012,uttarakhand,chamoli,4
2013,uttarakhand,chamoli,7
2001,uttarakhand,champawat,7
2002,uttarakhand,champawat,3
2003,uttarakhand,champawat,5
2004,uttarakhand,champawat,5
2005,uttarakhand,champawat,2
2006,uttarakhand,champawat,4
2007,uttarakhand,champawat,1
2008,uttarakhand,champawat,0
2009,uttarakhand,champawat,5
2010,uttarakhand,champawat,1
2011,uttarakhand,champawat,2
2012,uttarakhand,champawat,4
2013,uttarakhand,champawat,5
2001,mizoram,champhai,7
2002,mizoram,champhai,10
2003,mizoram,champhai,11
2004,mizoram,champhai,5
2005,mizoram,champhai,7
2006,mizoram,champhai,6
2007,mizoram,champhai,3
2008,mizoram,champhai,5
2009,mizoram,champhai,4
2010,mizoram,champhai,5
2011,mizoram,champhai,10
2012,mizoram,champhai,15
2013,mizoram,champhai,5
2001,manipur,chandel,0
2002,manipur,chandel,0
2003,manipur,chandel,0
2004,manipur,chandel,0
2005,manipur,chandel,2
2006,manipur,chandel,1
2007,manipur,chandel,0
2008,manipur,chandel,0
2009,manipur,chandel,0
2010,manipur,chandel,0
2011,manipur,chandel,0
2012,manipur,chandel,1
2013,manipur,chandel,0
2001,chandigarh,chandigarh,24
2002,chandigarh,chandigarh,36
2003,chandigarh,chandigarh,11
2004,chandigarh,chandigarh,20
2005,chandigarh,chandigarh,31
2006,chandigarh,chandigarh,20
2007,chandigarh,chandigarh,32
2008,chandigarh,chandigarh,19
2009,chandigarh,chandigarh,26
2010,chandigarh,chandigarh,29
2011,chandigarh,chandigarh,21
2012,chandigarh,chandigarh,45
2013,chandigarh,chandigarh,143
2001,uttarpradesh,chandoli,13
2002,uttarpradesh,chandoli,11
2003,uttarpradesh,chandoli,5
2004,uttarpradesh,chandoli,2
2005,uttarpradesh,chandoli,5
2006,uttarpradesh,chandoli,5
2007,uttarpradesh,chandoli,8
2008,uttarpradesh,chandoli,10
2009,uttarpradesh,chandoli,4
2010,uttarpradesh,chandoli,6
2011,uttarpradesh,chandoli,7
2012,uttarpradesh,chandoli,23
2013,uttarpradesh,chandoli,68
2001,maharashtra,chandrapur,102
2002,maharashtra,chandrapur,89
2003,maharashtra,chandrapur,85
2004,maharashtra,chandrapur,93
2005,maharashtra,chandrapur,93
2006,maharashtra,chandrapur,81
2007,maharashtra,chandrapur,115
2008,maharashtra,chandrapur,112
2009,maharashtra,chandrapur,132
2010,maharashtra,chandrapur,117
2011,maharashtra,chandrapur,108
2012,maharashtra,chandrapur,119
2013,maharashtra,chandrapur,179
2001,arunachalpradesh,changlang,3
2002,arunachalpradesh,changlang,0
2003,arunachalpradesh,changlang,0
2004,arunachalpradesh,changlang,1
2005,arunachalpradesh,changlang,1
2006,arunachalpradesh,changlang,0
2007,arunachalpradesh,changlang,5
2008,arunachalpradesh,changlang,5
2009,arunachalpradesh,changlang,3
2010,arunachalpradesh,changlang,10
2011,arunachalpradesh,changlang,3
2012,arunachalpradesh,changlang,5
2013,arunachalpradesh,changlang,2
2001,jharkhand,chatra,0
2002,jharkhand,chatra,0
2003,jharkhand,chatra,2
2004,jharkhand,chatra,0
2005,jharkhand,chatra,1
2006,jharkhand,chatra,3
2007,jharkhand,chatra,3
2008,jharkhand,chatra,1
2009,jharkhand,chatra,0
2010,jharkhand,chatra,3
2011,jharkhand,chatra,1
2012,jharkhand,chatra,6
2013,jharkhand,chatra,16
2001,tamilnadu,chennai,70
2002,tamilnadu,chennai,61
2003,tamilnadu,chennai,90
2004,tamilnadu,chennai,55
2005,tamilnadu,chennai,82
2006,tamilnadu,chennai,87
2007,tamilnadu,chennai,108
2008,tamilnadu,chennai,46
2009,tamilnadu,chennai,42
2010,tamilnadu,chennai,45
2011,tamilnadu,chennai,73
2012,tamilnadu,chennai,90
2013,tamilnadu,chennai,55
2001,tamilnadu,chennai_rly.,5
2002,tamilnadu,chennai_rly.,3
2003,tamilnadu,chennai_rly.,4
2004,tamilnadu,chennai_rly.,0
2005,tamilnadu,chennai_rly.,3
2006,tamilnadu,chennai_rly.,2
2007,tamilnadu,chennai_rly.,2
2008,tamilnadu,chennai_rly.,5
2009,tamilnadu,chennai_rly.,5
2010,tamilnadu,chennai_rly.,2
2011,tamilnadu,chennai_rly.,6
2012,tamilnadu,chennai_rly.,5
2013,tamilnadu,chennai_rly.,5
2001,madhyapradesh,chhatarpur,193
2002,madhyapradesh,chhatarpur,188
2003,madhyapradesh,chhatarpur,164
2004,madhyapradesh,chhatarpur,160
2005,madhyapradesh,chhatarpur,162
2006,madhyapradesh,chhatarpur,170
2007,madhyapradesh,chhatarpur,216
2008,madhyapradesh,chhatarpur,194
2009,madhyapradesh,chhatarpur,178
2010,madhyapradesh,chhatarpur,184
2011,madhyapradesh,chhatarpur,185
2012,madhyapradesh,chhatarpur,172
2013,madhyapradesh,chhatarpur,220
2001,madhyapradesh,chhindwara,203
2002,madhyapradesh,chhindwara,189
2003,madhyapradesh,chhindwara,187
2004,madhyapradesh,chhindwara,204
2005,madhyapradesh,chhindwara,165
2006,madhyapradesh,chhindwara,188
2007,madhyapradesh,chhindwara,185
2008,madhyapradesh,chhindwara,185
2009,madhyapradesh,chhindwara,252
2010,madhyapradesh,chhindwara,235
2011,madhyapradesh,chhindwara,189
2012,madhyapradesh,chhindwara,202
2013,madhyapradesh,chhindwara,194
2001,karnataka,chickmagalur,57
2002,karnataka,chickmagalur,62
2003,karnataka,chickmagalur,49
2004,karnataka,chickmagalur,55
2005,karnataka,chickmagalur,33
2006,karnataka,chickmagalur,71
2007,karnataka,chickmagalur,55
2008,karnataka,chickmagalur,60
2009,karnataka,chickmagalur,64
2010,karnataka,chickmagalur,63
2011,karnataka,chickmagalur,53
2012,karnataka,chickmagalur,70
2013,karnataka,chickmagalur,141
2001,karnataka,chitradurga,48
2002,karnataka,chitradurga,46
2003,karnataka,chitradurga,43
2004,karnataka,chitradurga,63
2005,karnataka,chitradurga,62
2006,karnataka,chitradurga,52
2007,karnataka,chitradurga,65
2008,karnataka,chitradurga,82
2009,karnataka,chitradurga,102
2010,karnataka,chitradurga,158
2011,karnataka,chitradurga,93
2012,karnataka,chitradurga,140
2013,karnataka,chitradurga,178
2001,uttarpradesh,chitrakoot_dham,16
2002,uttarpradesh,chitrakoot_dham,23
2003,uttarpradesh,chitrakoot_dham,7
2004,uttarpradesh,chitrakoot_dham,9
2005,uttarpradesh,chitrakoot_dham,12
2006,uttarpradesh,chitrakoot_dham,9
2007,uttarpradesh,chitrakoot_dham,14
2008,uttarpradesh,chitrakoot_dham,21
2009,uttarpradesh,chitrakoot_dham,22
2010,uttarpradesh,chitrakoot_dham,23
2011,uttarpradesh,chitrakoot_dham,24
2012,uttarpradesh,chitrakoot_dham,35
2013,uttarpradesh,chitrakoot_dham,35
2001,andhrapradesh,chittoor,112
2002,andhrapradesh,chittoor,126
2003,andhrapradesh,chittoor,121
2004,andhrapradesh,chittoor,116
2005,andhrapradesh,chittoor,91
2006,andhrapradesh,chittoor,123
2007,andhrapradesh,chittoor,118
2008,andhrapradesh,chittoor,104
2009,andhrapradesh,chittoor,120
2010,andhrapradesh,chittoor,136
2011,andhrapradesh,chittoor,124
2012,andhrapradesh,chittoor,90
2013,andhrapradesh,chittoor,119
2001,rajasthan,chittorgarh,112
2002,rajasthan,chittorgarh,121
2003,rajasthan,chittorgarh,99
2004,rajasthan,chittorgarh,165
2005,rajasthan,chittorgarh,118
2006,rajasthan,chittorgarh,151
