Year,STATE/UT,DISTRICT,Dowry_Deaths
2004,odisha,keonjhar,16
2005,odisha,keonjhar,12
2006,odisha,keonjhar,10
2007,odisha,keonjhar,21
2008,odisha,keonjhar,22
2009,odisha,keonjhar,20
2010,odisha,keonjhar,18
2011,odisha,keonjhar,22
2012,odisha,keonjhar,28
2013,odisha,keonjhar,29
2001,bihar,khagaria,11
2002,bihar,khagaria,9
2003,bihar,khagaria,6
2004,bihar,khagaria,9
2005,bihar,khagaria,12
2006,bihar,khagaria,15
2007,bihar,khagaria,14
2008,bihar,khagaria,9
2009,bihar,khagaria,23
2010,bihar,khagaria,22
2011,bihar,khagaria,15
2012,bihar,khagaria,12
2013,bihar,khagaria,13
2001,andhrapradesh,khammam,17
2002,andhrapradesh,khammam,13
2003,andhrapradesh,khammam,17
2004,andhrapradesh,khammam,18
2005,andhrapradesh,khammam,14
2006,andhrapradesh,khammam,17
2007,andhrapradesh,khammam,28
2008,andhrapradesh,khammam,26
2009,andhrapradesh,khammam,18
2010,andhrapradesh,khammam,17
2011,andhrapradesh,khammam,20
2012,andhrapradesh,khammam,13
2013,andhrapradesh,khammam,15
2001,madhyapradesh,khandwa,11
2002,madhyapradesh,khandwa,11
2003,madhyapradesh,khandwa,6
2004,madhyapradesh,khandwa,12
2005,madhyapradesh,khandwa,8
2006,madhyapradesh,khandwa,8
2007,madhyapradesh,khandwa,4
2008,madhyapradesh,khandwa,5
2009,madhyapradesh,khandwa,6
2010,madhyapradesh,khandwa,9
2011,madhyapradesh,khandwa,5
2012,madhyapradesh,khandwa,6
2013,madhyapradesh,khandwa,6
2001,punjab,khanna,4
2002,punjab,khanna,5
2003,punjab,khanna,2
2004,punjab,khanna,4
2005,punjab,khanna,2
2006,punjab,khanna,2
2007,punjab,khanna,8
2008,punjab,khanna,7
2009,punjab,khanna,3
2010,punjab,khanna,4
2011,punjab,khanna,1
2012,punjab,khanna,0
2013,punjab,khanna,2
2001,madhyapradesh,khargon,5
2002,madhyapradesh,khargon,7
2003,madhyapradesh,khargon,5
2004,madhyapradesh,khargon,12
2005,madhyapradesh,khargon,21
2006,madhyapradesh,khargon,26
2007,madhyapradesh,khargon,27
2008,madhyapradesh,khargon,23
2009,madhyapradesh,khargon,27
2010,madhyapradesh,khargon,31
2011,madhyapradesh,khargon,38
2012,madhyapradesh,khargon,30
2013,madhyapradesh,khargon,34
2001,meghalaya,khasi_hills_east,0
2002,meghalaya,khasi_hills_east,0
2003,meghalaya,khasi_hills_east,0
2004,meghalaya,khasi_hills_east,1
2005,meghalaya,khasi_hills_east,1
2006,meghalaya,khasi_hills_east,6
2007,meghalaya,khasi_hills_east,2
2008,meghalaya,khasi_hills_east,2
2009,meghalaya,khasi_hills_east,0
2010,meghalaya,khasi_hills_east,0
2011,meghalaya,khasi_hills_east,0
2012,meghalaya,khasi_hills_east,1
2013,meghalaya,khasi_hills_east,2
2001,meghalaya,khasi_hills_west,0
2002,meghalaya,khasi_hills_west,0
2003,meghalaya,khasi_hills_west,0
2004,meghalaya,khasi_hills_west,0
2005,meghalaya,khasi_hills_west,0
2006,meghalaya,khasi_hills_west,0
2007,meghalaya,khasi_hills_west,0
2008,meghalaya,khasi_hills_west,0
2009,meghalaya,khasi_hills_west,0
2010,meghalaya,khasi_hills_west,0
2011,meghalaya,khasi_hills_west,0
2012,meghalaya,khasi_hills_west,0
2013,meghalaya,khasi_hills_west,0
2001,gujarat,kheda_north,0
2002,gujarat,kheda_north,0
2003,gujarat,kheda_north,0
2004,gujarat,kheda_north,0
2005,gujarat,kheda_north,0
2006,gujarat,kheda_north,0
2007,gujarat,kheda_north,0
2008,gujarat,kheda_north,0
2009,gujarat,kheda_north,0
2010,gujarat,kheda_north,0
2011,gujarat,kheda_north,0
2012,gujarat,kheda_north,0
2013,gujarat,kheda_north,0
2001,uttarpradesh,khiri,88
2002,uttarpradesh,khiri,66
2003,uttarpradesh,khiri,35
2004,uttarpradesh,khiri,58
2005,uttarpradesh,khiri,61
2006,uttarpradesh,khiri,60
2007,uttarpradesh,khiri,57
2008,uttarpradesh,khiri,48
2009,uttarpradesh,khiri,40
2010,uttarpradesh,khiri,37
2011,uttarpradesh,khiri,57
2012,uttarpradesh,khiri,51
2013,uttarpradesh,khiri,57
2001,odisha,khurda,11
2002,odisha,khurda,19
2003,odisha,khurda,29
2004,odisha,khurda,20
2005,odisha,khurda,17
2006,odisha,khurda,35
2007,odisha,khurda,20
2008,odisha,khurda,0
2009,odisha,khurda,11
2010,odisha,khurda,8
2011,odisha,khurda,10
2012,odisha,khurda,16
2013,odisha,khurda,17
2001,himachalpradesh,kinnaur,0
2002,himachalpradesh,kinnaur,0
2003,himachalpradesh,kinnaur,0
2004,himachalpradesh,kinnaur,0
2005,himachalpradesh,kinnaur,0
2006,himachalpradesh,kinnaur,0
2007,himachalpradesh,kinnaur,0
2008,himachalpradesh,kinnaur,0
2009,himachalpradesh,kinnaur,0
2010,himachalpradesh,kinnaur,0
2011,himachalpradesh,kinnaur,1
2012,himachalpradesh,kinnaur,0
2013,himachalpradesh,kinnaur,0
2001,nagaland,kiphire,0
2002,nagaland,kiphire,0
2003,nagaland,kiphire,0
2004,nagaland,kiphire,0
2005,nagaland,kiphire,0
2006,nagaland,kiphire,0
2007,nagaland,kiphire,0
2008,nagaland,kiphire,0
2009,nagaland,kiphire,0
2010,nagaland,kiphire,0
2011,nagaland,kiphire,0
2012,nagaland,kiphire,0
2013,nagaland,kiphire,0
2001,bihar,kishanganj,4
2002,bihar,kishanganj,5
2003,bihar,kishanganj,5
2004,bihar,kishanganj,4
2005,bihar,kishanganj,3
2006,bihar,kishanganj,9
2007,bihar,kishanganj,8
2008,bihar,kishanganj,8
2009,bihar,kishanganj,6
2010,bihar,kishanganj,4
2011,bihar,kishanganj,13
2012,bihar,kishanganj,19
2013,bihar,kishanganj,7
2001,karnataka,kodagu,4
2002,karnataka,kodagu,2
2003,karnataka,kodagu,1
2004,karnataka,kodagu,2
2005,karnataka,kodagu,2
2006,karnataka,kodagu,0
2007,karnataka,kodagu,4
2008,karnataka,kodagu,2
2009,karnataka,kodagu,5
2010,karnataka,kodagu,1
2011,karnataka,kodagu,5
2012,karnataka,kodagu,2
2013,karnataka,kodagu,2
2001,jharkhand,koderma,11
2002,jharkhand,koderma,7
2003,jharkhand,koderma,7
2004,jharkhand,koderma,7
2005,jharkhand,koderma,15
2006,jharkhand,koderma,10
2007,jharkhand,koderma,11
2008,jharkhand,koderma,11
2009,jharkhand,koderma,13
2010,jharkhand,koderma,8
2011,jharkhand,koderma,16
2012,jharkhand,koderma,13
2013,jharkhand,koderma,6
2001,nagaland,kohima,0
2002,nagaland,kohima,0
2003,nagaland,kohima,0
2004,nagaland,kohima,0
2005,nagaland,kohima,0
2006,nagaland,kohima,0
2007,nagaland,kohima,0
2008,nagaland,kohima,0
2009,nagaland,kohima,0
2010,nagaland,kohima,0
2011,nagaland,kohima,0
2012,nagaland,kohima,0
2013,nagaland,kohima,0
2001,assam,kokrajhar,0
2002,assam,kokrajhar,3
2003,assam,kokrajhar,2
2004,assam,kokrajhar,2
2005,assam,kokrajhar,2
2006,assam,kokrajhar,14
2007,assam,kokrajhar,1
2008,assam,kokrajhar,4
2009,assam,kokrajhar,1
2010,assam,kokrajhar,1
2011,assam,kokrajhar,1
2012,assam,kokrajhar,3
2013,assam,kokrajhar,5
2001,karnataka,kolar,18
2002,karnataka,kolar,16
2003,karnataka,kolar,10
2004,karnataka,kolar,28
2005,karnataka,kolar,19
2006,karnataka,kolar,16
2007,karnataka,kolar,17
2008,karnataka,kolar,14
2009,karnataka,kolar,11
2010,karnataka,kolar,4
2011,karnataka,kolar,3
2012,karnataka,kolar,1
2013,karnataka,kolar,3
2001,mizoram,kolasib,0
2002,mizoram,kolasib,0
2003,mizoram,kolasib,0
2004,mizoram,kolasib,0
2005,mizoram,kolasib,0
2006,mizoram,kolasib,0
2007,mizoram,kolasib,0
2008,mizoram,kolasib,0
2009,mizoram,kolasib,0
2010,mizoram,kolasib,0
2011,mizoram,kolasib,0
2012,mizoram,kolasib,0
2013,mizoram,kolasib,0
2001,maharashtra,kolhapur,19
2002,maharashtra,kolhapur,20
2003,maharashtra,kolhapur,25
2004,maharashtra,kolhapur,29
2005,maharashtra,kolhapur,22
2006,maharashtra,kolhapur,25
2007,maharashtra,kolhapur,16
2008,maharashtra,kolhapur,17
2009,maharashtra,kolhapur,18
2010,maharashtra,kolhapur,18
2011,maharashtra,kolhapur,19
2012,maharashtra,kolhapur,17
2013,maharashtra,kolhapur,14
2001,westbengal,kolkata,6
2002,westbengal,kolkata,4
2003,westbengal,kolkata,16
2004,westbengal,kolkata,10
2005,westbengal,kolkata,6
2006,westbengal,kolkata,4
2007,westbengal,kolkata,8
2008,westbengal,kolkata,12
2009,westbengal,kolkata,10
2010,westbengal,kolkata,12
2011,westbengal,kolkata,11
2012,westbengal,kolkata,19
2013,westbengal,kolkata,15
2001,karnataka,koppal,5
2002,karnataka,koppal,3
2003,karnataka,koppal,5
2004,karnataka,koppal,6
2005,karnataka,koppal,4
2006,karnataka,koppal,3
2007,karnataka,koppal,1
2008,karnataka,koppal,4
2009,karnataka,koppal,5
2010,karnataka,koppal,2
2011,karnataka,koppal,0
2012,karnataka,koppal,0
2013,karnataka,koppal,0
2001,odisha,koraput,7
2002,odisha,koraput,3
2003,odisha,koraput,0
2004,odisha,koraput,1
2005,odisha,koraput,2
2006,odisha,koraput,5
2007,odisha,koraput,4
2008,odisha,koraput,3
2009,odisha,koraput,2
2010,odisha,koraput,0
2011,odisha,koraput,0
2012,odisha,koraput,21
2013,odisha,koraput,5
2001,chhattisgarh,korba,1
2002,chhattisgarh,korba,9
2003,chhattisgarh,korba,4
2004,chhattisgarh,korba,5
2005,chhattisgarh,korba,7
2006,chhattisgarh,korba,5
2007,chhattisgarh,korba,1
2008,chhattisgarh,korba,5
2009,chhattisgarh,korba,9
2010,chhattisgarh,korba,10
2011,chhattisgarh,korba,5
2012,chhattisgarh,korba,4
2013,chhattisgarh,korba,4
2001,chhattisgarh,koriya,3
2002,chhattisgarh,koriya,1
2003,chhattisgarh,koriya,0
2004,chhattisgarh,koriya,2
2005,chhattisgarh,koriya,3
2006,chhattisgarh,koriya,0
2007,chhattisgarh,koriya,0
2008,chhattisgarh,koriya,2
2009,chhattisgarh,koriya,4
2010,chhattisgarh,koriya,3
2011,chhattisgarh,koriya,3
2012,chhattisgarh,koriya,5
2013,chhattisgarh,koriya,3
2001,kerala,kottayam,2
2002,kerala,kottayam,0
2003,kerala,kottayam,0
2004,kerala,kottayam,1
2005,kerala,kottayam,1
2006,kerala,kottayam,2
2007,kerala,kottayam,1
2008,kerala,kottayam,0
2009,kerala,kottayam,0
2010,kerala,kottayam,0
2011,kerala,kottayam,2
2012,kerala,kottayam,1
2013,kerala,kottayam,0
2001,andhrapradesh,krishna,10
2002,andhrapradesh,krishna,14
2003,andhrapradesh,krishna,20
2004,andhrapradesh,krishna,13
2005,andhrapradesh,krishna,11
2006,andhrapradesh,krishna,9
2007,andhrapradesh,krishna,13
2008,andhrapradesh,krishna,12
2009,andhrapradesh,krishna,14
2010,andhrapradesh,krishna,22
2011,andhrapradesh,krishna,15
2012,andhrapradesh,krishna,16
2013,andhrapradesh,krishna,14
2001,jammu&kashmir,kulgam,0
2002,jammu&kashmir,kulgam,0
2003,jammu&kashmir,kulgam,0
2004,jammu&kashmir,kulgam,0
2005,jammu&kashmir,kulgam,0
2006,jammu&kashmir,kulgam,0
2007,jammu&kashmir,kulgam,0
2008,jammu&kashmir,kulgam,0
2009,jammu&kashmir,kulgam,0
2010,jammu&kashmir,kulgam,0
2011,jammu&kashmir,kulgam,0
2012,jammu&kashmir,kulgam,0
2013,jammu&kashmir,kulgam,0
2001,himachalpradesh,kullu,0
2002,himachalpradesh,kullu,0
2003,himachalpradesh,kullu,2
2004,himachalpradesh,kullu,1
2005,himachalpradesh,kullu,0
2006,himachalpradesh,kullu,0
2007,himachalpradesh,kullu,0
2008,himachalpradesh,kullu,0
2009,himachalpradesh,kullu,0
2010,himachalpradesh,kullu,0
2011,himachalpradesh,kullu,0
2012,himachalpradesh,kullu,0
2013,himachalpradesh,kullu,0
2001,jammu&kashmir,kupwara,0
2002,jammu&kashmir,kupwara,0
2003,jammu&kashmir,kupwara,0
2004,jammu&kashmir,kupwara,0
2005,jammu&kashmir,kupwara,0
2006,jammu&kashmir,kupwara,0
2007,jammu&kashmir,kupwara,0
2008,jammu&kashmir,kupwara,0
2009,jammu&kashmir,kupwara,0
2010,jammu&kashmir,kupwara,0
2011,jammu&kashmir,kupwara,0
2012,jammu&kashmir,kupwara,0
2013,jammu&kashmir,kupwara,0
2001,andhrapradesh,kurnool,13
2002,andhrapradesh,kurnool,11
2003,andhrapradesh,kurnool,11
2004,andhrapradesh,kurnool,6
2005,andhrapradesh,kurnool,9
2006,andhrapradesh,kurnool,9
2007,andhrapradesh,kurnool,7
2008,andhrapradesh,kurnool,17
2009,andhrapradesh,kurnool,17
2010,andhrapradesh,kurnool,19
2011,andhrapradesh,kurnool,20
2012,andhrapradesh,kurnool,15
2013,andhrapradesh,kurnool,11
2001,haryana,kurukshetra,10
2002,haryana,kurukshetra,7
2003,haryana,kurukshetra,12
2004,haryana,kurukshetra,15
2005,haryana,kurukshetra,5
2006,haryana,kurukshetra,5
2007,haryana,kurukshetra,11
2008,haryana,kurukshetra,12
2009,haryana,kurukshetra,5
2010,haryana,kurukshetra,13
2011,haryana,kurukshetra,7
2012,haryana,kurukshetra,11
2013,haryana,kurukshetra,8
2001,uttarpradesh,kushi_nagar,18
2002,uttarpradesh,kushi_nagar,18
2003,uttarpradesh,kushi_nagar,12
2004,uttarpradesh,kushi_nagar,21
2005,uttarpradesh,kushi_nagar,16
2006,uttarpradesh,kushi_nagar,24
2007,uttarpradesh,kushi_nagar,18
2008,uttarpradesh,kushi_nagar,14
2009,uttarpradesh,kushi_nagar,22
2010,uttarpradesh,kushi_nagar,25
2011,uttarpradesh,kushi_nagar,35
2012,uttarpradesh,kushi_nagar,28
2013,uttarpradesh,kushi_nagar,29
2001,himachalpradesh,lahaul-spiti,0
2002,himachalpradesh,lahaul-spiti,0
2003,himachalpradesh,lahaul-spiti,0
2004,himachalpradesh,lahaul-spiti,0
2005,himachalpradesh,lahaul-spiti,0
2006,himachalpradesh,lahaul-spiti,0
2007,himachalpradesh,lahaul-spiti,0
2008,himachalpradesh,lahaul-spiti,0
2009,himachalpradesh,lahaul-spiti,0
2010,himachalpradesh,lahaul-spiti,0
2011,himachalpradesh,lahaul-spiti,0
2012,himachalpradesh,lahaul-spiti,0
2013,himachalpradesh,lahaul-spiti,0
2001,assam,lakhimpur,0
2002,assam,lakhimpur,0
2003,assam,lakhimpur,0
2004,assam,lakhimpur,1
2005,assam,lakhimpur,4
2006,assam,lakhimpur,6
2007,assam,lakhimpur,0
2008,assam,lakhimpur,1
2009,assam,lakhimpur,3
2010,assam,lakhimpur,0
2011,assam,lakhimpur,0
2012,assam,lakhimpur,0
2013,assam,lakhimpur,3
2001,bihar,lakhisarai,6
2002,bihar,lakhisarai,4
2003,bihar,lakhisarai,10
2004,bihar,lakhisarai,10
2005,bihar,lakhisarai,8
2006,bihar,lakhisarai,14
2007,bihar,lakhisarai,10
2008,bihar,lakhisarai,11
2009,bihar,lakhisarai,13
2010,bihar,lakhisarai,14
2011,bihar,lakhisarai,14
2012,bihar,lakhisarai,10
2013,bihar,lakhisarai,11
2001,lakshadweep,lakshadweep,0
2002,lakshadweep,lakshadweep,0
2003,lakshadweep,lakshadweep,0
2004,lakshadweep,lakshadweep,0
2005,lakshadweep,lakshadweep,0
2006,lakshadweep,lakshadweep,0
2007,lakshadweep,lakshadweep,0
2008,lakshadweep,lakshadweep,0
2009,lakshadweep,lakshadweep,0
2010,lakshadweep,lakshadweep,0
2011,lakshadweep,lakshadweep,0
2012,lakshadweep,lakshadweep,0
2013,lakshadweep,lakshadweep,0
2001,uttarpradesh,lalitpur,10
2002,uttarpradesh,lalitpur,9
2003,uttarpradesh,lalitpur,5
2004,uttarpradesh,lalitpur,6
2005,uttarpradesh,lalitpur,1
2006,uttarpradesh,lalitpur,9
2007,uttarpradesh,lalitpur,14
2008,uttarpradesh,lalitpur,10
2009,uttarpradesh,lalitpur,8
2010,uttarpradesh,lalitpur,8
2011,uttarpradesh,lalitpur,14
2012,uttarpradesh,lalitpur,7
2013,uttarpradesh,lalitpur,11
2001,jharkhand,latehar,6
2002,jharkhand,latehar,3
2003,jharkhand,latehar,0
2004,jharkhand,latehar,3
2005,jharkhand,latehar,1
2006,jharkhand,latehar,2
2007,jharkhand,latehar,4
2008,jharkhand,latehar,6
2009,jharkhand,latehar,6
2010,jharkhand,latehar,3
2011,jharkhand,latehar,2
2012,jharkhand,latehar,4
2013,jharkhand,latehar,5
2001,maharashtra,latur,38
2002,maharashtra,latur,5
2003,maharashtra,latur,31
2004,maharashtra,latur,39
2005,maharashtra,latur,40
2006,maharashtra,latur,65
2007,maharashtra,latur,66
2008,maharashtra,latur,77
2009,maharashtra,latur,15
2010,maharashtra,latur,3
2011,maharashtra,latur,4
2012,maharashtra,latur,4
2013,maharashtra,latur,4
2001,mizoram,lawngtlai,0
2002,mizoram,lawngtlai,0
2003,mizoram,lawngtlai,0
2004,mizoram,lawngtlai,0
2005,mizoram,lawngtlai,2
2006,mizoram,lawngtlai,0
2007,mizoram,lawngtlai,0
2008,mizoram,lawngtlai,0
2009,mizoram,lawngtlai,0
2010,mizoram,lawngtlai,0
2011,mizoram,lawngtlai,0
2012,mizoram,lawngtlai,0
2013,mizoram,lawngtlai,0
2001,jammu&kashmir,leh,0
2002,jammu&kashmir,leh,0
2003,jammu&kashmir,leh,0
2004,jammu&kashmir,leh,0
2005,jammu&kashmir,leh,0
2006,jammu&kashmir,leh,0
2007,jammu&kashmir,leh,0
2008,jammu&kashmir,leh,0
2009,jammu&kashmir,leh,0
2010,jammu&kashmir,leh,0
2011,jammu&kashmir,leh,0
2012,jammu&kashmir,leh,0
2013,jammu&kashmir,leh,0
2001,jharkhand,lohardagga,0
2002,jharkhand,lohardagga,0
2003,jharkhand,lohardagga,0
2004,jharkhand,lohardagga,0
2005,jharkhand,lohardagga,1
2006,jharkhand,lohardagga,0
2007,jharkhand,lohardagga,1
2008,jharkhand,lohardagga,2
2009,jharkhand,lohardagga,1
2010,jharkhand,lohardagga,0
2011,jharkhand,lohardagga,3
2012,jharkhand,lohardagga,1
2013,jharkhand,lohardagga,3
2001,arunachalpradesh,lohit,0
2002,arunachalpradesh,lohit,0
2003,arunachalpradesh,lohit,0
2004,arunachalpradesh,lohit,0
2005,arunachalpradesh,lohit,0
2006,arunachalpradesh,lohit,0
2007,arunachalpradesh,lohit,0
2008,arunachalpradesh,lohit,0
2009,arunachalpradesh,lohit,0
2010,arunachalpradesh,lohit,0
2011,arunachalpradesh,lohit,0
2012,arunachalpradesh,lohit,0
2013,arunachalpradesh,lohit,0
2001,uttarpradesh,lucknow,47
2002,uttarpradesh,lucknow,59
2003,uttarpradesh,lucknow,29
2004,uttarpradesh,lucknow,48
2005,uttarpradesh,lucknow,44
2006,uttarpradesh,lucknow,39
2007,uttarpradesh,lucknow,57
2008,uttarpradesh,lucknow,62
2009,uttarpradesh,lucknow,53
2010,uttarpradesh,lucknow,66
2011,uttarpradesh,lucknow,48
2012,uttarpradesh,lucknow,32
2013,uttarpradesh,lucknow,60
2001,mizoram,lunglei,0
2002,mizoram,lunglei,0
2003,mizoram,lunglei,0
2004,mizoram,lunglei,0
2005,mizoram,lunglei,0
2006,mizoram,lunglei,0
2007,mizoram,lunglei,0
2008,mizoram,lunglei,0
2009,mizoram,lunglei,0
2010,mizoram,lunglei,0
2011,mizoram,lunglei,0
2012,mizoram,lunglei,0
2013,mizoram,lunglei,0
2001,bihar,madhepura,6
2002,bihar,madhepura,4
2003,bihar,madhepura,6
2004,bihar,madhepura,7
2005,bihar,madhepura,10
2006,bihar,madhepura,12
2007,bihar,madhepura,7
2008,bihar,madhepura,16
2009,bihar,madhepura,19
2010,bihar,madhepura,13
2011,bihar,madhepura,11
2012,bihar,madhepura,15
2013,bihar,madhepura,17
2001,bihar,madhubani,12
2002,bihar,madhubani,58
2003,bihar,madhubani,20
2004,bihar,madhubani,34
2005,bihar,madhubani,17
2006,bihar,madhubani,10
2007,bihar,madhubani,27
2008,bihar,madhubani,24
2009,bihar,madhubani,31
2010,bihar,madhubani,31
2011,bihar,madhubani,35
2012,bihar,madhubani,27
2013,bihar,madhubani,28
2001,tamilnadu,madurai_rural,5
2002,tamilnadu,madurai_rural,8
2003,tamilnadu,madurai_rural,13
2004,tamilnadu,madurai_rural,7
2005,tamilnadu,madurai_rural,4
2006,tamilnadu,madurai_rural,2
2007,tamilnadu,madurai_rural,11
2008,tamilnadu,madurai_rural,9
2009,tamilnadu,madurai_rural,9
2010,tamilnadu,madurai_rural,14
2011,tamilnadu,madurai_rural,12
2012,tamilnadu,madurai_rural,11
2013,tamilnadu,madurai_rural,4
2001,tamilnadu,madurai_urban,12
2002,tamilnadu,madurai_urban,6
2003,tamilnadu,madurai_urban,10
2004,tamilnadu,madurai_urban,5
2005,tamilnadu,madurai_urban,3
2006,tamilnadu,madurai_urban,4
2007,tamilnadu,madurai_urban,10
2008,tamilnadu,madurai_urban,5
2009,tamilnadu,madurai_urban,4
2010,tamilnadu,madurai_urban,11
2011,tamilnadu,madurai_urban,5
2012,tamilnadu,madurai_urban,3
2013,tamilnadu,madurai_urban,3
2001,andhrapradesh,mahaboobnagar,14
2002,andhrapradesh,mahaboobnagar,31
2003,andhrapradesh,mahaboobnagar,19
2004,andhrapradesh,mahaboobnagar,21
2005,andhrapradesh,mahaboobnagar,17
2006,andhrapradesh,mahaboobnagar,33
2007,andhrapradesh,mahaboobnagar,27
2008,andhrapradesh,mahaboobnagar,35
2009,andhrapradesh,mahaboobnagar,24
2010,andhrapradesh,mahaboobnagar,34
2011,andhrapradesh,mahaboobnagar,28
2012,andhrapradesh,mahaboobnagar,27
2013,andhrapradesh,mahaboobnagar,33
2001,uttarpradesh,maharajganj,7
2002,uttarpradesh,maharajganj,6
2003,uttarpradesh,maharajganj,4
2004,uttarpradesh,maharajganj,8
2005,uttarpradesh,maharajganj,9
2006,uttarpradesh,maharajganj,12
2007,uttarpradesh,maharajganj,18
2008,uttarpradesh,maharajganj,14
2009,uttarpradesh,maharajganj,17
2010,uttarpradesh,maharajganj,14
2011,uttarpradesh,maharajganj,26
2012,uttarpradesh,maharajganj,20
2013,uttarpradesh,maharajganj,23
2001,chhattisgarh,mahasamund,6
2002,chhattisgarh,mahasamund,0
2003,chhattisgarh,mahasamund,2
2004,chhattisgarh,mahasamund,6
2005,chhattisgarh,mahasamund,3
2006,chhattisgarh,mahasamund,2
2007,chhattisgarh,mahasamund,2
2008,chhattisgarh,mahasamund,6
2009,chhattisgarh,mahasamund,8
2010,chhattisgarh,mahasamund,7
2011,chhattisgarh,mahasamund,2
2012,chhattisgarh,mahasamund,4
2013,chhattisgarh,mahasamund,8
2001,haryana,mahendragarh,8
2002,haryana,mahendragarh,3
2003,haryana,mahendragarh,4
2004,haryana,mahendragarh,8
2005,haryana,mahendragarh,6
2006,haryana,mahendragarh,10
2007,haryana,mahendragarh,14
2008,haryana,mahendragarh,16
2009,haryana,mahendragarh,10
2010,haryana,mahendragarh,7
2011,haryana,mahendragarh,11
2012,haryana,mahendragarh,10
2013,haryana,mahendragarh,9
2001,uttarpradesh,mahoba,11
2002,uttarpradesh,mahoba,13
2003,uttarpradesh,mahoba,9
2004,uttarpradesh,mahoba,5
2005,uttarpradesh,mahoba,4
2006,uttarpradesh,mahoba,9
2007,uttarpradesh,mahoba,12
2008,uttarpradesh,mahoba,17
2009,uttarpradesh,mahoba,17
2010,uttarpradesh,mahoba,14
2011,uttarpradesh,mahoba,15
2012,uttarpradesh,mahoba,20
2013,uttarpradesh,mahoba,16
2001,uttarpradesh,mainpuri,42
2002,uttarpradesh,mainpuri,42
2003,uttarpradesh,mainpuri,31
2004,uttarpradesh,mainpuri,35
2005,uttarpradesh,mainpuri,22
2006,uttarpradesh,mainpuri,35
2007,uttarpradesh,mainpuri,48
2008,uttarpradesh,mainpuri,38
2009,uttarpradesh,mainpuri,36
2010,uttarpradesh,mainpuri,28
2011,uttarpradesh,mainpuri,34
2012,uttarpradesh,mainpuri,39
2013,uttarpradesh,mainpuri,38
2001,kerala,malappuram,3
2002,kerala,malappuram,3
2003,kerala,malappuram,2
2004,kerala,malappuram,0
2005,kerala,malappuram,0
2006,kerala,malappuram,1
2007,kerala,malappuram,0
2008,kerala,malappuram,2
2009,kerala,malappuram,0
2010,kerala,malappuram,0
2011,kerala,malappuram,0
2012,kerala,malappuram,2
2013,kerala,malappuram,0
2001,westbengal,malda,5
2002,westbengal,malda,5
2003,westbengal,malda,4
2004,westbengal,malda,4
2005,westbengal,malda,3
2006,westbengal,malda,5
2007,westbengal,malda,11
2008,westbengal,malda,12
2009,westbengal,malda,10
2010,westbengal,malda,6
2011,westbengal,malda,14
2012,westbengal,malda,7
2013,westbengal,malda,14
2001,odisha,malkangir,0
2002,odisha,malkangir,3
2003,odisha,malkangir,1
2004,odisha,malkangir,1
2005,odisha,malkangir,3
2006,odisha,malkangir,3
2007,odisha,malkangir,2
2008,odisha,malkangir,0
2009,odisha,malkangir,0
2010,odisha,malkangir,0
2011,odisha,malkangir,6
2012,odisha,malkangir,5
2013,odisha,malkangir,2
2001,mizoram,mamit,0
2002,mizoram,mamit,0
2003,mizoram,mamit,0
2004,mizoram,mamit,0
2005,mizoram,mamit,0
2006,mizoram,mamit,0
2007,mizoram,mamit,0
2008,mizoram,mamit,0
2009,mizoram,mamit,0
2010,mizoram,mamit,0
2011,mizoram,mamit,0
2012,mizoram,mamit,0
2013,mizoram,mamit,0
2001,himachalpradesh,mandi,0
2002,himachalpradesh,mandi,2
2003,himachalpradesh,mandi,1
2004,himachalpradesh,mandi,1
2005,himachalpradesh,mandi,0
2006,himachalpradesh,mandi,0
2007,himachalpradesh,mandi,0
2008,himachalpradesh,mandi,1
2009,himachalpradesh,mandi,0
2010,himachalpradesh,mandi,0
2011,himachalpradesh,mandi,0
2012,himachalpradesh,mandi,0
2013,himachalpradesh,mandi,0
2001,madhyapradesh,mandla,4
2002,madhyapradesh,mandla,0
2003,madhyapradesh,mandla,4
2004,madhyapradesh,mandla,6
2005,madhyapradesh,mandla,4
2006,madhyapradesh,mandla,4
2007,madhyapradesh,mandla,3
2008,madhyapradesh,mandla,4
2009,madhyapradesh,mandla,4
2010,madhyapradesh,mandla,5
2011,madhyapradesh,mandla,4
2012,madhyapradesh,mandla,3
2013,madhyapradesh,mandla,2
2001,madhyapradesh,mandsaur,4
2002,madhyapradesh,mandsaur,7
2003,madhyapradesh,mandsaur,4
2004,madhyapradesh,mandsaur,8
2005,madhyapradesh,mandsaur,7
2006,madhyapradesh,mandsaur,11
2007,madhyapradesh,mandsaur,6
2008,madhyapradesh,mandsaur,15
2009,madhyapradesh,mandsaur,4
2010,madhyapradesh,mandsaur,4
2011,madhyapradesh,mandsaur,4
2012,madhyapradesh,mandsaur,6
2013,madhyapradesh,mandsaur,4
2001,karnataka,mandya,7
2002,karnataka,mandya,14
2003,karnataka,mandya,5
2004,karnataka,mandya,19
2005,karnataka,mandya,13
2006,karnataka,mandya,8
2007,karnataka,mandya,15
2008,karnataka,mandya,11
2009,karnataka,mandya,8
2010,karnataka,mandya,10
2011,karnataka,mandya,12
2012,karnataka,mandya,9
2013,karnataka,mandya,19
2001,punjab,mansa,2
2002,punjab,mansa,3
2003,punjab,mansa,6
2004,punjab,mansa,3
2005,punjab,mansa,1
